hour,value
2740,7.384685298795728e-05
2741,7.384685298795728e-05
2742,7.384685298795728e-05
2743,7.384685298795728e-05
2744,7.384685298795728e-05
2745,7.384685298795728e-05
2746,7.384685298795728e-05
2747,7.384685298795728e-05
2748,7.384685298795728e-05
2749,7.384685298795728e-05
2750,7.384685298795728e-05
2751,7.384685298795728e-05
2752,7.384685298795728e-05
2753,7.384685298795728e-05
2754,7.384685298795728e-05
2755,7.384685298795728e-05
2756,7.384685298795728e-05
2757,7.384685298795728e-05
2758,7.384685298795728e-05
2759,7.384685298795728e-05
2760,7.384685298795728e-05
2761,7.384685298795728e-05
2762,7.384685298795728e-05
2763,7.384685298795728e-05
2764,7.384685298795728e-05
2765,7.384685298795728e-05
2766,7.384685298795728e-05
2767,7.384685298795728e-05
2768,7.384685298795728e-05
2769,7.384685298795728e-05
2770,7.384685298795728e-05
2771,7.384685298795728e-05
2772,7.384685298795728e-05
2773,7.384685298795728e-05
2774,7.384685298795728e-05
2775,7.384685298795728e-05
2776,7.384685298795728e-05
2777,7.384685298795728e-05
2778,7.384685298795728e-05
2779,7.384685298795728e-05
2780,7.384685298795728e-05
2781,7.384685298795728e-05
2782,7.384685298795728e-05
2783,7.384685298795728e-05
2784,7.384685298795728e-05
2785,7.384685298795728e-05
2786,7.384685298795728e-05
2787,7.384685298795728e-05
2788,7.384685298795728e-05
2789,7.384685298795728e-05
2790,7.384685298795728e-05
2791,7.384685298795728e-05
2792,7.384685298795728e-05
2793,7.384685298795728e-05
2794,7.384685298795728e-05
2795,7.384685298795728e-05
2796,7.384685298795728e-05
2797,7.384685298795728e-05
2798,7.384685298795728e-05
2799,7.384685298795728e-05
2800,7.384685298795728e-05
2801,7.384685298795728e-05
2802,7.384685298795728e-05
2803,7.384685298795728e-05
2804,7.384685298795728e-05
2805,7.384685298795728e-05
2806,7.384685298795728e-05
2807,7.384685298795728e-05
2808,7.384685298795728e-05
2809,7.384685298795728e-05
2810,7.384685298795728e-05
2811,7.384685298795728e-05
2812,7.384685298795728e-05
2813,7.384685298795728e-05
2814,7.384685298795728e-05
2815,7.384685298795728e-05
2816,7.384685298795728e-05
2817,7.384685298795728e-05
2818,7.384685298795728e-05
2819,7.384685298795728e-05
2820,7.384685298795728e-05
2821,7.384685298795728e-05
2822,7.384685298795728e-05
2823,7.384685298795728e-05
2824,7.384685298795728e-05
2825,7.384685298795728e-05
2826,7.384685298795728e-05
2827,7.384685298795728e-05
2828,7.384685298795728e-05
2829,7.384685298795728e-05
2830,7.384685298795728e-05
2831,7.384685298795728e-05
2832,7.384685298795728e-05
2833,7.384685298795728e-05
2834,7.384685298795728e-05
2835,7.384685298795728e-05
2836,7.384685298795728e-05
2837,7.384685298795728e-05
2838,7.384685298795728e-05
2839,7.384685298795728e-05
2840,7.384685298795728e-05
2841,7.384685298795728e-05
2842,7.384685298795728e-05
2843,7.384685298795728e-05
2844,7.384685298795728e-05
2845,7.384685298795728e-05
2846,7.384685298795728e-05
2847,7.384685298795728e-05
2848,7.384685298795728e-05
2849,7.384685298795728e-05
2850,7.384685298795728e-05
2851,7.384685298795728e-05
2852,7.384685298795728e-05
2853,7.384685298795728e-05
2854,7.384685298795728e-05
2855,7.384685298795728e-05
2856,7.384685298795728e-05
2857,7.384685298795728e-05
2858,7.384685298795728e-05
2859,7.384685298795728e-05
2860,7.384685298795728e-05
2861,7.384685298795728e-05
2862,7.384685298795728e-05
2863,7.384685298795728e-05
2864,7.384685298795728e-05
2865,7.384685298795728e-05
2866,7.384685298795728e-05
2867,7.384685298795728e-05
2868,7.384685298795728e-05
2869,7.384685298795728e-05
2870,7.384685298795728e-05
2871,7.384685298795728e-05
2872,7.384685298795728e-05
2873,7.384685298795728e-05
2874,7.384685298795728e-05
2875,7.384685298795728e-05
2876,7.384685298795728e-05
2877,7.384685298795728e-05
2878,7.384685298795728e-05
2879,7.384685298795728e-05
2880,7.384685298795728e-05
2881,7.384685298795728e-05
2882,7.384685298795728e-05
2883,7.384685298795728e-05
2884,7.384685298795728e-05
2885,7.384685298795728e-05
2886,7.384685298795728e-05
2887,7.384685298795728e-05
